platform,administrative_dong,title,link,bloggername,bloggerlink,postdate,content_raw,hashtags,images,videos,like_count,comment_count,author_id,post_id,crawled_at,status
blog,신사동,"막걸리 산행, 양조장 주변 산행지 백련막걸리 + 당진 바다사랑길",https://blog.naver.com/buddyjo/222609944103,,,,,,,,,,,,2025-11-17T17:56:02.208236Z,error:NoSuchWindowException
blog,신사동,2021 베스트,https://blog.naver.com/dairyukem/222609807334,,,,,,,,,,,,2025-11-17T17:56:05.682045Z,error:NoSuchWindowException
blog,신사동,생방송 유튜브 모바일방송촬영 출연자차량렌트 스타렉스/스타리아기사동반포함렌트카 로드스타(ROADSTAR),https://blog.naver.com/roadstargo/222610736516,,,,,,,,,,,,2025-11-17T17:56:05.682731Z,error:NoSuchWindowException
blog,신사동,송파구 방이동 연립주택 외 (1.17 경매관심물건),https://blog.naver.com/nothing47/222611760278,,,,,,,,,,,,2025-11-17T17:56:05.683442Z,error:NoSuchWindowException
blog,신사동,"성수동 조용한 곳 위주로 한 바퀴 (성수연방, 목로다방,헤븐센스, 칙피스)",https://blog.naver.com/minimon321/222612822718,,,,,,,,,,,,2025-11-17T17:56:05.683814Z,error:NoSuchWindowException
blog,신사동,"나의 블로그, 2021- 12월 월간 순위별 제목별 방문실적",https://blog.naver.com/ktxcks/222612329084,,,,,,,,,,,,2025-11-17T17:56:05.684222Z,error:NoSuchWindowException
blog,신사동,"나의 블로그, 2022- 1월 순위별 제목별 조회수 실적 [1/4, 453명]",https://blog.naver.com/ktxcks/222613266114,,,,,,,,,,,,2025-11-17T17:56:05.684747Z,error:NoSuchWindowException
blog,신사동,44년일산작명소 최고의명소,https://blog.naver.com/yss0660/222615109711,,,,,,,,,,,,2025-11-17T17:56:05.685083Z,error:NoSuchWindowException
blog,신사동,가로수길 카페 뷰 맛집 :: 호텔 안테룸 서울 19층 카페 텔러스 9.5 (TELLERS 9.5),https://blog.naver.com/joy282sy/222610433193,,,,,,,,,,,,2025-11-17T17:56:05.685697Z,error:NoSuchWindowException
blog,신사동,신사 술집 데이트하기에 분위기 좋은 성수명당 신사점,https://blog.naver.com/pavryupavryu/222616039896,,,,,,,,,,,,2025-11-17T17:56:05.686635Z,error:NoSuchWindowException
